categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Desserts au chocolat|Bio Village,Marque Repère|Crème dessert chocolat|c|_Lait_ entier*73%, chocolat en poudre* 10%, sucre de canne crème*3 %, poudre de lait écrémé*, amidon de riz chocolat au lait 2%, pâte de cacao). 'Ingrédients issus de l'agriculture biologique|636|5|20||4.2|0.1|||||||||||||||||0|||
Desserts au chocolat|Bio Village,Marque Repère|Crème dessert Choco|c|_Lait_ écrémé*6%, chocolat en poudre* 10%, _crème_*9.2%, sucre*, chocolat au lait*, amidon de riz, épaississant : carraghénanes, _lait_ écrémé en poudre*. *Ingrédients issus de l'agriculture biologique.|623|5|19|1.1|3.4|0.1|||||||||||||||||0|Lait, crème, lait, lait|E407 - Carraghénanes|
Desserts au chocolat|Campagne de France|Mousse au Chocolat Noir|b|_Lait_ écrémé 65%, sucre, crème, cacao maigre, chocolat5.5 %, gélatine, émulsifiant : mono et diglycérides d'acides gras, _lactose_ et protéines de _lait_, épaississant : alginate de sodium.|669|6|18|2.7|5.5|0.1|||||||||||||||||0|en:milk|E401 - Alginate de sodium,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Desserts au chocolat|Carrefour|Goûter laitier au chocolat|c|Lait entier 86%, sucre, chocolat en poudre 4.5%, amidon modifié, épaississant : gomme xanthane.|440|3.4|12|0.6|3.1|0.17||8.8e-07||||||||||0.142|||||0|Lait, lait|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Desserts au chocolat|Carrefour|Noir chocolat dessert|e|Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithines, arôme vanille. Cacao: 52% minimum. Peut contenir des traces de fruits à coque, de céréales contenant du gluten et de lait.|2186|30|48|9.7|7|0.02|||||||||||||||||0||E322 - Lécithines|
Desserts au chocolat|Carrefour|Mousse au Chocolat|d|Chocolat noir 23%, blanc d'oeuf23%, lait entier, beurre, jaune d'oeuf 11.2%, sucre, cacao en poudre 6%, fibre d'agrume, sel.|1493|23|24|4.3|7.7|0.24|||||||||||||||||0|soja, œuf, beurre, œuf|E322 - Lécithines,E322i - Lécithine|
Desserts au chocolat|Carrefour|Crème Dessert au Chocolat Noir|b|Lait entier reconstitué 61.7%, lait écrémé reconstitué13.6%, sucre, cacao maigre 4%, amidon modifié de maïs, chocolat noir 2%, correcteur d'acidité : citrate de sodium, épaississant : carraghénanes, arômes|533|3.3|18|1.4|3.5|0.2|||||||||||||||||0||E14XX - Amidons modifiés,E331 - Citrates de sodium,E407 - Carraghénanes|
Desserts au chocolat|Carrefour Kids, Carrefour|P'tit choco  goût caramel|c|Lait entier pasteurisé 71%, sucre, crème pasteurisée, chocolat 3%, amidon transformé de tapioca, lait écrémé en poudre, cacao maigre en poudre, épaississant : carraghénanes, sel, arôme naturel.|663|6.9|18|0.5|3.5|0.4|||||||||||||||||0|Lait, crème, lait|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Carrefour Sélection, Carrefour|Mousse au Chocolat|d|Chocolat noir 23%, blanc d'oeuf 23%, lait entier, beurre, jaune d'oeuf 11.2%, sucre, cacao en poudre 6%, fibre d'agrume, sel.|1493|23|24|4.3|7.7|0.24|||||||||||||||||0|soja, œuf, lait, beurre, œuf|E322 - Lécithines,E322i - Lécithine|
Desserts au chocolat|Danette,Danone|Danette vanille chocolat et caramel|c|Crème dessert au chocolat : lait entier, lait écrémé reconstitué à base de lait en poudre, sucre, crème, chocolat 2.2%, arôme), cacao maigre, épaississants, perméat de petit laiten poudre, amidon. Crème dessert aromatisée saveur Vanille : lait entier, lait écrémé reconstitué à base de lait en poudre, sucre, crème, lait écrémé concentré ou en poudre, épaississants, perméat de petit laiten poudre, amidon, arôme, colorant. Crème dessert au caramel : lait entier, lait écrémé reconstitué à base de lait en poudre, lait écrémé concentré ou en poudre, sucre, caramel 5.6%, crème, épaississants, amidon, stabilisant, arôme, sucre cuit|510|3|17.5||3.3|0.2|||||||||||||||||0|crème, lait, lécithine de soja, lactosérum, crème, lait, lactosérum, lait, crème, lait, lait, crème, lait, lécithine de soja, lactosérum, crème, lait, lactosérum, lait, crème, lait, lait|E1442 - Phosphate de diamidon hydroxypropyle,E150 - Caramel,E160a - Bêta-carotène,E322 - Lécithines,E322i - Lécithine,E340 - Orthophosphates de potassium,E407 - Carraghénanes|
Desserts au chocolat|Danone,Danette|Danette Mousse Liégeoise Chocolat|d|_Lait_ entier, _crème_, _lactose_, sirop de glucose-fructose, sucre, chocolat, cacao maigre en poudre, émulsifiant, épaississants, gélatine, arôme, sel.|812|9.7|21.3|1.2|3.4|0.2|||||||||||||||||0|Lait, crème, lactose, soja|E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes,E415 - Gomme xanthane,E428 - Gélatine|
Desserts au chocolat|Du bon pré|Mousse au chocolat|c|ODESSENT LACTE AU CHOODAE grédients: AIT écrem LACTOSE ot miniro u do LA IT, colat on poudre 5.1% élatine bovine, siro we, ch Woe, huile de coprah, p do glucose, dmulsifiant:5472 Opaisissant: E401; CA role ines de LAIT. Peut contenir des fraces de soj|586|5.1|18||3.7|0.2|||||||||||||||||0||E401 - Alginate de sodium|
Desserts au chocolat|Délisse,Marque Repère|Chocolat recette onctueuse|c|_Lait_ 79 %, sucre, chocolat 2 %, cacao en poudre, amidon modifié de maïs, amidon de maïs, fécule de manioc, épaississant : gomme guar.|542|3.7|17|1.1|3.3|0.14|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E412 - Gomme de guar|
Desserts au chocolat|Délisse,Marque Repère|Mousse chocolat noir avec sauce au chocolat|c|Dessert lacté au chocolat noir 85% : _lait_ entier 75%*; sucre; chocolat noir 5.5%*; cacao maigre en poudre; _crème_; gélatine bovine; _lait_ écrémé en poudre; épaississants: carraghénanes, alginate de sodium; émulsifiant: E472b; arôme; protéines de _lait_; _lactose_ et minéraux du _lait_.  *Pourcentages exprimés sur le dessert lacté au chocolat noir. Sauce chocolat 15%: eau; sucre; sirop de glucose-fructose; chocolat 12%*; cacao en poudre; _beurre_ concentré; cacao maigre en poudre; amidon modifié de maïs; émulsifiant: E471; épaississant: gomme xanthane; sel; arôme naturel de vanille avec d'autres arômes naturels. *Pourcentages exprimés sur la sauce au chocolat.|667|5.9|19.8|1.7|4.4|0.25|||||||||||||||||0|lait, soja, crème, lait, lait, lactose, lait, soja, beurre|E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E401 - Alginate de sodium,E407 - Carraghénanes,E415 - Gomme xanthane,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Desserts au chocolat|Délisse,Marque Repère,Déli'light|Dessert lacté au chocolat Déli'light|a|Lait écrémé 83 % ; chocolat en poudre 4 %; lait écrémé en poudre ; amidon modifié de maïs ; fructose 2.2 % ; chocolat 1.4 %; inuline ; crème ; épaississant : carraghénanes ; cacao maigre en  poudre ; édulcorants : acésulfame-K, sucralose ; arôme ; protéines de lait.|355|1.2|10|2.3|4.2|0.15||||||||||||0.12|||||0|en:milk|E14XX - Amidons modifiés,E407 - Carraghénanes,E950 - Acésulfame K,E955 - Sucralose|
Desserts au chocolat|ERHARD PATISSIER GLACIER|Craquotant|e|Mousse chocolat 57.96% : babeurre doux, huiles végétales, chocolat noir à 50% de cacao 8%, chocolat noir à 70% de cacao 7%, sucre, jaune d'OEUF pasteurisé sucrédextrose, émulsifiants : E472b - E435 - E433 - mono - et diglycérides d'acides gras, arôme, stabilisant : carraghénanes, colorant : E160a. Feuilletine 21.47% : pâte de praliné), éclats de crêpe, sucre, beurre concentré, LAIT écrémé en poudre, malt d'orge, sel), chocolat au LAIT. Biscuit amande 18.68% : blanc D'OEUF, sucre, sucre glace, farine, GLUTEN de blé) AMANDES en poudre 1%, fécule de pomme de terre, stabilisant : gomme xanthane.  Flocage chocolat 1.2% : chocolat noir à 50% de cacao 0.4%, beurre de cacao, huile de tournesol. Décor 0.69% : copeaux de chocolat noir, émulsifiant : lécithine de SOJA, arôme naturel de vanille).|1678|25.3|31.4|2.9|4.9|0.12|||||||||||||||||1||E160a - Bêta-carotène,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes,E415 - Gomme xanthane,E433 - Monooléate de polyoxyéthylène de sorbitane,E435 - Monostéarate de polyoxyéthylène sorbitane,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Desserts au chocolat|Ferme de Sigy,SARL Ferme de Sigy|Crème dessert chocolat|c|_Lait_ pasteurisé de France, sucre, cacao, amidon, farine de guar, carraghénanes.|502|1|14.5|1|1|1||||||||||||0.1|||||0|Lait|E407 - Carraghénanes,E412 - Gomme de guar|
Desserts au chocolat|Ferme durr|Flan bio chocolat|b|lait entier 79.1%, sucre de canne roux 8%, œuf entier 5.5%, chocolat noir 4%, amidon de maïs 1.2%, cacao 2%, carraghénanes.|573|5|8.4|0|3.7|0.13|||||||||||||||||0||E407 - Carraghénanes|
Desserts au chocolat|France Délices|Flan au Chocolat Bio|b|Poudre de cacao équitable*, amidon de maïs*, gélifiants* : carraghénanes, agar agar* *Ingredients agricoles issus de l'agriculture biologique|1393|5.7|1|0|12.9|0.14|||||||||||||||||0||E406 - Agar-agar,E407 - Carraghénanes|
Desserts au chocolat|Invitation à la Ferme|Crème dessert au chocolat|c|_Lait_ frais* de nos vaches non standardisé et non homogénéisé, sucre de canne* 8.5 %, cacao* 5 %, amidon de maïs natif*, poudre de lait écrémé* , épaississant: carraghénane.|494|4.2|16.4|0|4.1|0|||||||||||||||||0|Lait|E407 - Carraghénanes|
Desserts au chocolat|La Laitière,Nestlé|Pot de crème chocolat|d|_Lait_ entier*, _œufs_ entiers frais*, chocolat noir[pâte de cacao*, sucre de canne*, beurre de cacao*], crème*, sucre de canne, chocolat en poudre[sucre de canne*, poudre de cacao*], poudre de _lait_écrémé, jaune d'_œufs_  frais*, poudre de cacao maigre*.|808|11.1|16.5||5.6|0.2|||||||||||||||||0|||
Desserts au chocolat|La Laitière,Nestlé|Secret de Mousse Chocolat Noir|c|Mousse lactée au chocolat noir: _Lait_ écrémé, sucre, chocolat noir[pâte de cacao, sucre, émulsifiant, arôme naturel de vanille], crème, poudre de cacao maigre, chocolat en poudre[poudre de cacao, poudre de cacao maigre, pâte de cacao, sucre], poudre de _lait_ écrémé, poudre de cacao, gélatine bovine, émulsiﬁant.  Sauce au chocolat: _Lait_ écrémé, sucre, chocolat noir[pâte de cacao, sucre, émulsifiant, arôme naturel de vanille], poudre de cacao maigre, amidon de maïs, épaississant.|665|5.4|19.8|2.4|5.1|0.175|||||||||||||||||0|Lait, lait, lait, Lait|E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Desserts au chocolat|La Laitière,Nestlé|Le Petit Pot de Crème au Chocolat|c|_Lait_ entier, _oeufs_ frais, sucre, chocolat, arôme], blanc d'_oeufs_,, poudre de cacao maigre, poudre de _lait_ écrémé, épaississants.|745|8.9|18.1|2.1|4.7|0.16|||||||||||||||||0|en:eggs,en:milk,en:soybeans|E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes,E460 - Celluloses,E466 - Carboxyméthylcellulose|
Desserts au chocolat|La Laitière,Nestlé|Velours de Crème Chocolat au lait|d|Lait écrémé origine, chocolat au lait[sucre, poudre lait entier, beurre de cacao, pâte de cacao, de lactosérum, émulsifiantarôme naturel de vanille], crème origine Francc, chocolat en poudre[sucre poudre de cacao], poudre de lait écrémé France, sucre, poudre de cacao maigre, gélatinG bovine, amidon modifié de maïs, émulsifiant.|904|11.8|20.5|0.9|5|0.17|||||||||||||||||0||E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Desserts au chocolat|La Laitière,Nestlé|Le Petit Pot de Crème au Chocolat Noir|c|_Lait_ entier, chocolat noir[pâte de cacao, sucre, poudre de cacao maigre, émulsifiant], sucre, poudre de cacao maigre, oeufs frais, crème, blancs d'_oeufs_.|711|10|13.1|3.3|4.7|0.175|||||||||||||||||0|Lait, lait, oeufs|E322 - Lécithines,E322i - Lécithine|
Desserts au chocolat|Leader Price|Douceur de crème chocolat au lait|d|_lait_ entier origine France 59%, chocolat au _lait_ 20%, crème origine France 11%, sucre, chocolat en poudre 3%, amidons transformés de maïs, protéines de _lait_, cacaos maigres en poudre, épaississant, sel, _lactose_ et minéraux du _lait_|852|11|20.2||4|0.19|||||||||||||||||0|lait, lait, lait, lait, lait, lactose, lait|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Leader Price|Créme dessert chocolat|c|_Lait_ entier - sucre - fructose - amidon transformé - chocolat 2 %- cacao en poudre - _lactose_ - cacao maigre en poudre - _crème_ - gélifiant : carraghénanes - protéines de _lait_.|496|3.8|15.3||3|0.15|||||||||||||||||0|Lait, lactose, crème, lait|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Leader Price|Mousse au chocolat au lait Leader Price|c|lait écrémé, crème fraîche, sucre, chocolat au lait 8%, cacao en poudre, gélatine, lait écrémé en poudre, épaississants : alginate de sodium, carraghénanes, émulsifiants : esters lactiques des mono - et diglycérides d'acides gras, protéines de lait.|753|8.2|20.5|2|4.3|0.21|||||||||||||||||0||E401 - Alginate de sodium,E407 - Carraghénanes,E428 - Gélatine|
Desserts au chocolat|Les 2 Vaches|Crèmeuh chocolat|c|LAIT entier bio*chocolat en poudre bio 10.9 %) sucre de canne bio* crème bio*poudre de LAIT écrémé bio* amidon bio*  *bio = Issu de l'Agriculture Biologique|623|5|18.3||4.3|0.3|||||||||||||||||0|en:milk||
Desserts au chocolat|Les Siphonés|Mousse au chocolat aux oeufs by Norbert|d|Crème fraîche pasteurisée, eau, sucre de canne liquide, _œuf_ entier pasteurisé 8.20%, cacao maigre en poudre 8.20%, chocolat 5.60%, sel, épaississant E407. gaz propulseur E942.|1009|18.4|11.3||4.4|0.18|||||||||||||||||0|crème de lait, lait, œuf|E407 - Carraghénanes,E942 - Protoxyde d'azote|
Desserts au chocolat|Malo|Mousse au Chocolat Blanc sur Lit de Framboise|d|Chocolat blanc 22 %, _crème_, purée de framboises 19.8%, blanc d'_œuf_ 15.4 %, _beurre_, sucre. brisures de framboises 3.3 %, jaune d'_œuf_ 2 %, amidon de maïs, jus concentré de citron, correcteur d'acidité : citrate de sodium, gélifiant : pectines, fibres, arôme naturels, concentré de carotte pourpre, conservateur : sorbate de potassium.|937|15|17|2.7|2.8|0.810000000000001|||||||||||||||||0|lait, lait, crème, œuf, beurre, œuf|E202 - Sorbate de potassium,E331 - Citrates de sodium,E440 - Pectines,E442 - Phosphatides d'ammonium|
Desserts au chocolat|Mamie Nova|L'Instant plaisir avec mon chocolat à boire|c|_Lait_ entier, _crème_, sucre, chocolat noir 7 %, protéines de _lait_, poudre de cacao maigre, arôme naturel de cacao, épaississant : E407.|625|8.2|14|0.9|3.5|0.1|||||||||||||||||0|Lait, crème, soja, lait|E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes|
Desserts au chocolat|Mamie Nova|Crème Chocolat au lait|c|LAIT entier, CREME 14%, chocolat au LAIT 10%, chocolat en poudre, sucre, amidons modifiés, poudre de cacao maigre, épaississant : E407. arôme, protéines de LAIT, LACTOSE et minéraux du LAIT.|736|11|15|1.1|3.5|0.1|||||||||||||||||0|LAIT, CREME, LAIT, LAIT, SOJA, LAIT, LACTOSE, LAIT|E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes|
Desserts au chocolat|Mamie Nova|Crème Chocolat Noir Intense  70% cacao|c|_Lait_ entier, _crème_ 15.2%, sucre, chocolat noir 11%, eau, poudre de cacao, poudre de _lait_ écrémé, amidon modifié, épaississant : E407. protéines de _lait_|828|11|18|2.2|3.7|0.1|||||||||||||||||0|Lait, crème, soja, lait, lait|E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes|
Desserts au chocolat|Mamie Nova,Nova,Andros Restauration|Liégeois Chocolat|c|LAIT entier, sucre, CREME, chocolat en poudre 2.8%, amidon modifié, LACTOSE et minéraux du LAIT, épaississants : E407-E415. émulsifiant : E472b, LACTOSE, arôme, colorant : E150a, protéines de LAIT.|536|4.5|16.6|1|2.7|0.1|||||||||||||||||0|LAIT, CREME, LACTOSE, LAIT, LACTOSE, LAIT|E14XX - Amidons modifiés,E150a - Caramel E150a,E407 - Carraghénanes,E415 - Gomme xanthane,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Desserts au chocolat|Marie Morin|Moelleux Pistache Cœur Chocolat|e|_Lait_ entier breton, _œufs_, sucre, poudre d'_amandes_, _beurre_ salé, farine de _blé_, chocolat pur beurre de cacao8.2 %, _crème_ fraîche, pâte de _pistache_ pure 5.7 %, éclats de _pistache_ 1.9 %, arôme naturel de _pistache_ 0.4 %.|1573|26.8|21.1||8.5|0.28|||||||||||||||||0|Œufs,Gluten,Lait,Fruits à coque,Soja, Lait, œufs, amandes, beurre, blé, soja, crème, pistache, pistache, pistache|E322 - Lécithines,E322i - Lécithine|
Desserts au chocolat|Maîtres Laitiers en Normandie,Maîtres Laitiers|Cara'Kid|d|_lait_ entier pasteurisé, sucre, _crème_ pasteurisée, chocolat, amidon transformé de tapioca, _lait_ écrémé en poudre, cacao maigre, épaississant : carraghénanes, sel, arôme.|671|6.9|18.2||3.5|0.34|||||||||||||||||0|lait, crème, lait|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Milbona|Flan nappé Chocolat|c|61 % _lait_ écrémé, 11 % sucre, eau, 6 % nappage au chocolat, arôme de vanilline), sirop de glucose-fructose, épaississants : gomme guar, carraghénanes, amidon modifié de maïs, arômes, crème2.5 %, chocolat.|519|3.3|19.8||2.5|0.1|||||||||||||||||0|en:milk,en:soybeans|E14XX - Amidons modifiés,E322 - Lécithines,E407 - Carraghénanes,E412 - Gomme de guar|
Desserts au chocolat|Milbona,Kingfrais,Lidl|Crème dessert chocolat|c|_Lait_ entier, sucre, _lait_ écrémé, amidon modifié de maïs, chocolat, crème, cacao maigre en poudre, lactose, protéines de _lait_, épaississant : carraghénanes.|490|3.4|15.8|0|3.1|0.1|||||||||||||||||0|Lait, lait, lait, crème, lactose|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Milbona,Lidl|Mousse Liégeoise Chocolat|c|58 % _lait_ entier, 18 % crème, sucre, 4.2 % chocolat, cacao maigre en poudre, gélatine, amidon modifié de pomme de terre, émulsifiant : esters lactiques des mono- et diglycérides d'acides gras ; épaississants : carraghénanes, gomme xanthane, gomme guar ; arômes, sel, protéines de _lait_, _lactose_ et minéraux du _lait_.|778|3.2|12||3|0.1|||||||||||||||||0|lait, lait, soja, lait, lactose, lait|E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes,E412 - Gomme de guar,E415 - Gomme xanthane,E428 - Gélatine,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Desserts au chocolat|Milsani|Crème dessert goût Chocolat|c|_lait_, sucre, 3.5% chocolat en poudre, amidon transformé de maïs, maltodextrine, fécule de manioc, concentré de minéraux du lait, épaississant : gomme guar, vanilline, vitamine D.|489|3.3|13||3.1|0.15||||||||||||0.142|||||0|en:milk|E14XX - Amidons modifiés,E412 - Gomme de guar|
Desserts au chocolat|Monoprix Bio,Monoprix|Crème dessert au chocolat|c|Lait écrémé* 71.6% - sucre de canne* - crème* 9% - cacao en poudre* 3.5% - chocolat* 3%- amidon de riz - poudre de lait écrémé* - gélifiant : carraghénanes.|531|4.8|13|0|3.3|0.09|||||||||||||||||0||E407 - Carraghénanes|
Desserts au chocolat|Monoprix Gourmet,Monoprix|Fleur de Mousse Chocolat sur Ganache au Chocolat|d|_Crème_ - chocolat noir 19.6 %- _œufs_ concentrés - sucre - poudre de cacao 1.2 % - sirop de glucose - poudre de blanc d'_œuf_.|1557|32|15||4.5|0.1|||||||||||||||||0|Crème, soja, œufs, œuf|E322 - Lécithines,E322i - Lécithine|
Desserts au chocolat|Mont Blanc|Crème dessert chocolat|c|_Lait_, sucre, cacao maigre en poudre, amidon, 1 % de chocolat, amidons transformés, épaississant : gomme guar|523|3.6|16.6|0|3.4|0.1|||||||||||||||||0|Lait|E14XX - Amidons modifiés,E412 - Gomme de guar|
Desserts au chocolat|Mont Blanc|Chocolat Menthe|c|_Lait_, sucre, cacao maigre en poudre, 2% de chocolat, amidon de maïs, amidon transformé de maïs, arôme naturel de menthe, épaississant : gomme xanthane.|541|3.7|17||3.4|0.15|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Desserts au chocolat|Mont Blanc|Crème Dessert Chocolat Saveur Coco|c|_Lait_, sucre, amidon, amidon transformé, cacao maigre en poudre, 1 % de chocolat, arôme naturel, épaississant : gomme de xanthane.|515|3.3|16.6||2.9|0.139954|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Desserts au chocolat|Mont Blanc|Récré O'lé Pack Multi-Variétés Chocolat, Caramel, Biscuit et Brownie|c|Ingrédients chocolat: lait; sucre, amidon transformé de maïs ; maltodextrine ; 0.5 % de chocolat extra ﬁn; cacao en poudre ; épaississant:  gomme xanthane ; concentré de minéraux du lait ; vitamine D. - Ingrédients caramel : lait; 8 % de caramel; sucre ; amidon transformé de maïs ; fécule de manioc ; arôme naturel ; épaississants : gomme xanthane, carraghénanes ; concentré de minéraux du lait ; vitamine D. - Ingrédients saveur biscuit : lait; sucre ; amidon transformé de maïs ; maltodextrine ;  épaississant : gomme xanthane ; concentré de minéraux du lait ; arômes naturels ; vitamine D. -  Ingrédients saveur brownie : lait; sucre ; amidon transformé de maïs ; cacao maigre en en poudre ; maltodextrine ; 0.5% de chocolat extra fin; épaississant : gomme xanthane ; concentré de minéraux du lait ; arôme naturel ; vitamine D.|485|3.6|13||3|0.16||8.8e-07||||||||||0.142|||||0||E14XX - Amidons modifiés,E407 - Carraghénanes,E415 - Gomme xanthane,E524 - Hydroxyde de sodium|
Desserts au chocolat|Mont Blanc|Mont Blanc chocolat|c|_Lait_; sucre ; cacao maigre en poudre ; 2 % de chocolat; amidon ; amidon transformé ; épaississant : gomme de  xanthane.|523|3.6|17||3.5|0.12|||||||||||||||||0|Lait|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Desserts au chocolat|Mont Blanc|Mont Blanc Chocolat Amandes Saveur Caramel au Beurre Salé|c|_Lait_; sucre ; praliné : sucre, _noisettes_, _amandes_; cacao maigre en poudre ; 2 % de chocolat; amidon transformé de maïs ; amidon de maïs ; arômes naturels ; sel ; épaississant : gomme xanthane.|598|4.9|17|1.6|3.9|0.22|||||||||||||||||0|Lait, noisettes, amandes|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Desserts au chocolat|Mont Blanc|Mont Blanc Chocolat|c|_lait_, sucre, cacao maigre en poudre, 2 % de chocolat, amidon de maïs, amidon transformé de maïs, épaississant : gomme xanthane.|540|3.8|17||3.5|0.12|||||||||||||||||0|en:milk|E14XX - Amidons modifiés,E415 - Gomme xanthane|
Desserts au chocolat|Nestlé,Nesquik|Nesquik Go!!|c|_Lait_ écrémé, sucre, crème, poudre de _lait_ écrémé, amidon modifié de manioc, chocolat en poudre, cacao maigre, lactose, épaississant, concentré de minéraux du _lait_, arômes, sel, cannelle.|474|2.8|15.7|0.8|4|0.299999999999999||||||||||||0.16|||||0|Lait, lait, lait, lait, lait|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Netto|Crème dessert Chocolat |c|_Lait_ entier, sucre, cacao, amidon modifié de manioc, chocolat, _crème_, sirop de glucose, gélifiant : carraghénanes, colorant : E150d, sel.|550|3.9|17.4||3.1|0.16|||||||||||||||||0|Lait, crème|E14XX - Amidons modifiés,E150d - Caramel au sulfite d'ammonium,E407 - Carraghénanes|
Desserts au chocolat|Netto|Mousse au chocolat au lait|c|Babeurre, sucre, crème, chocolat au _lait_, sucre, beurre de cacao, cacao sec dégraissé, cacao maigre), sirop de glucose, cacao, gélatine, poudre de lactose, émulsifiant : mono et diglycérides d'acides gras, gélifiant : carraghénanes.|714|6.4|19|1.4|4.6|0.14|||||||||||||||||0|lait, lait, lait, lait, lait|E407 - Carraghénanes,E428 - Gélatine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Desserts au chocolat|Nova,Andros Restauration|Mousse au Chocolat|c|_Lait_ écrémé 55.5%, _lactose_ et minéraux du _lait_, sucre, chocolat en poudre 5.1%, huile végétale non hydrogénée, gélatine, _crème_, émulsifiant : E472b, sirop de glucose, protéines de _lait_.|582|5.2|17.5||3.9|0.2|||||||||||||||||0|Lait, lactose, lait, crème, lait|E428 - Gélatine,E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras|
Desserts au chocolat|Paturages,Intermarché|Crème dessert au chocolat|c|_Lait_ écrémé*, chocolat en poudre*10.9%, crème*9.2%, sucre de canne*, Chocolat au _lait_*, amidon de riz, épaississant : carraghénanes, poudre de _lait_ écrémé*.|612|5|19|1.1|3.4|0.1|||||||||||||||||0|Lait, lait, lait, lait, lait|E407 - Carraghénanes|
Desserts au chocolat|Pâturages,Intermarché|Croustillant au Chocolat Noir, Noisettes & Amandes|d|Sucre, biscuit finement émietté 9.5%, blanc d’_œuf_, chocolat noir 7.8%, _lait_ entier, _noisettes_ 6.8%, _amandes_ 6.8%, jaune d’_œuf_, _beurre_, farine de _blé_, _œufs_ entiers, poudre de cacao, huile de tournesol, sel, arôme naturel de vanille, émulsifiants : lécithine de _soja_ - lécithine de tournesol, bicarbonate de sodium.|1716|21|39|3.6|7.6|0.25|||||||||||||||||0|blé, laitière, lactose, lait, orge, œuf, soja, lait, noisettes, amandes, œuf, beurre, blé, œufs, soja|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Desserts au chocolat|Péchalou|Crème dessert Bio Chocolat|c|_Lait_ entier* 79.7% 6—  sucre blond de canne* - chocolat en poudre* 5 %-  - amidon de manioc* — épaississant : pectine. * Ingrédients d'origine agricole issus de l'Agriculture Biologique.|582|5|16.4|1.1|3.7|0.12|||||||||||||||||0|Lait|E440 - Pectines,E440i - Pectine|
Desserts au chocolat|Rik & Rok,Auchan|Dessert lacté gélifié au chocolat|c|_Lait_ partiellement écrémé, sucre, chocolat, cacao maigre, amidon modifié de pomme de terre, gélifiant : carraghénanes.|506|2.5|20.5|0.3|2.9|0.1|||||||||||||||||0|Lait|E14XX - Amidons modifiés,E407 - Carraghénanes|
Desserts au chocolat|Sojade|So Soja ! Chocolat|b|Jus de _soja_ 79%, sucre de canne non raffiné, amidon de riz, poudre de cacao maigre 2.75%, chocolat en poudre 1%, sirop de blé, épaississants : carraghénanes, sel.|431|1.9|12.6||3.5|0.2|||||||||||||||||0|soja, soja|E407 - Carraghénanes|
Desserts au chocolat|Sojasun|Dessert végétal chocolat|b|jus de _soja*_ 81.8%, sucre, épaississants: amidon transformé de maïs sans OGM - pectines, poudre de cacao noir 2%, poudre de cacao issu du commerce équitable,  phosphate de calcium, arômes naturels, sel.|414|2.7|11.3||3.6|0.1||||||||||||0.12|||||0|Soja, soja*, soja*|E14XX - Amidons modifiés,E440 - Pectines|
